Product name,Price,Brand,CPU Model,RAM size,Storage,Screen size,Battery,CPU Cache Size,CPU Cores,CPU Frequency,NPU,GPU,RAM frequency,RAM slots,RAM type,Audio,Webcam,OS,Ports,Size,Weight,Material,Color,Wireless connection,Keyboard,LED,Security,box,Series laptop,Part-number,Warranty,Refresh rate,Display Resolution,Screen Brightness ,Usage category
Laptop HP ProBook 450 G8,20990000.0,HP,Intel Core i51135G7,8.0,512.0,15.6,45.0,8MB,4.0,2.4 GHz,,Intel UHD Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home,"3 x USB 3.1
Có
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",35.94 x 23.39 x 1.99 cm,1.8 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth","Bàn phím thường , có phím số , không đèn",,Vân tay,"Adapter, dây nguồn",ProBook,614K3PA,12 tháng,,1920 x 1080,,
Laptop HP Pavilion 14-dv1031TU,18990000.0,HP,Intel Core i51155G7,8.0,512.0,14.0,43.0,8MB,4.0,2.5 GHz,,Intel Iris Xe Graphics,3200MHz,2.0,DDR4,HP Audio Boost,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
Có
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",32.5 x 21.66 x 1.7 cm,1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth","Bàn phím thường , không phím số , không đèn",,,"Adapter, dây nguồn",Pavilion,5Z9U0PA,12 tháng,,1920 x 1080,250.0,
Laptop HP Envy x360 13-bd0531TU,24990000.0,HP,Intel Core i51135G7,8.0,256.0,13.3,51.0,8MB,4.0,2.4 GHz,,Intel UHD Graphics,2933MHz,1.0,DDR4,HP Audio Boost,HD,Windows 11 Home,"1 x Thunderbolt 4
Có
1 x 3.5 mm
LAN 1 Gb/s",30.65 x 19.46 x 1.64 cm,1.35 kg,,Vàng,"WiFi 802.11ax (Wifi 6) , Bluetooth","Bàn phím thường , không phím số , không đèn",không đèn,Vân tay,"Adapter, dây nguồn, bút cảm ứng,.",Envy,4Y1D1PA,12 tháng,,1920 x 1080,500.0,
Laptop HP Pavilion 14-dv0516TU,14590000.0,HP,Intel Core i31125G4,4.0,256.0,14.0,43.0,8MB,4.0,2.0 GHz,,Intel UHD Graphics,3200MHz,1.0,DDR4,HP Audio Boost,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
Có
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",32.5 x 21.66 x 1.7 cm,1.4 kg,,Vàng,"WiFi 802.11ac , Bluetooth","Bàn phím thường , không phím số , không đèn",,,"Adapter, dây nguồn",Pavilion,46L88PA,12 tháng,,1920 x 1080,250.0,
Laptop AI HP Envy X360 13-ay1056AU,30290000.0,HP,AMD Ryzen 7 5800U,8.0,256.0,13.3,,16MB,8.0,1.9 GHz,,AMD Radeon Graphics,3200MHz,1.0,DDR4,HP Audio Boost,HD,Windows 11 Home,"1 x USB Type C
Có
1 x 3.5 mm
1 x DisplayPort",30.65 x 19.46 x 1.64 cm,1.35 kg,,Đen,"WiFi 802.11ac , Bluetooth","Bàn phím thường , không phím số , LED",không đèn,,"Bút, Dây nguồn, sách hướng dẫn",Envy,601Q8PA,12 tháng,,1920 x 1080,500.0,
Laptop ACER Aspire 7 A715-42G-R05G,20490000.0,ACER,AMD Ryzen 5 5500U,8.0,512.0,15.6,48.0,8MB,6.0,2.1 GHz,,NVIDIA GeForce GTX 1650,3200MHz,1.0,DDR4,Acer TrueHarmony Technology,HD,Windows 11 Home,"1 x USB 3.2 Type C
2 x USB 3.2
1 x USB 2.0
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",36.34 x 25.45 x 2.29 cm,2.1 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , LED",không đèn,,Cáp + Sạc,Aspire 7,NH.QAYSV.007,12 tháng,144.0,1920 x 1080,,Gaming
Laptop HP Elitebook 840 G8  (i7-1165G7/ RAM 16GB/ Onboard/ 512GB SSD/,36175000.0,HP,Intel Core i71165G7,16.0,512.0,14.0,53.0,12MB,4.0,2.8 GHz,,Intel Iris Xe Graphics,3200MHz,1.0,DDR4,,HD,Windows 10 Pro 64-bit,"2 x USB 3.1
2 x Thunderbolt 4
1 x 3.5 mm
1 x HDMI",,,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , không phím số",không đèn,,,Elitebook,19X36AV43834497,36 tháng,,1920 x 1080,,
Laptop gaming ACER Nitro 5 Eagle AN515-57-54MV,16990000.0,ACER,Intel Core i511400H,8.0,512.0,15.6,57.0,12MB,6.0,2.7 GHz,,NVIDIA GeForce RTX 3050,3200MHz,1.0,DDR4,Acer TrueHarmony Technology,HD,Windows 11,"1 x USB Type C / DisplayPort
3 x USB 3.2
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",36.34 x 25.5 x 2.39 cm,2.2 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , RGB",không đèn,,,Nitro 5,NH.QENSV.003,12 tháng,144.0,1920 x 1080,,Gaming
Laptop Dell Vostro 14 3405,17390000.0,Dell,AMD Ryzen 5 3500U,8.0,512.0,14.0,42.0,4MB,4.0,2.1 GHz,,AMD Radeon Vega 8 Graphics,2400MHz,1.0,DDR4,,HD,Windows 10 Home SL 64-bit,"2 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",32.87 x 23.95 x 1.99 cm,1.7 kg,,Đen,"WiFi 802.11ac , Bluetooth 5.0","Bàn phím thường , không phím số , không đèn",không đèn,,,Vostro,V4R53500U003W,12 tháng,,1920 x 1080,,
MacBook Pro M2 2022 13 inch,39050000.0,APPLE,Apple M2,16.0,256.0,13.3,58.0,,,,,,,1.0,,,,macOS,"2 x Thunderbolt 3 , 1 x 3.5 mm",30.41 x 21.24 x 1.56,1.4,,Silver,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0",,,,,MacBook Pro,,12 tháng,,2560 x 1600,,Đồ họa - Kỹ thuật
MacBook Air M3 2024 13 inch,31990000.0,APPLE,Apple M3,16.0,256.0,13.6,30.0,,8.0,,,,,1.0,,,,macOS,"2 x Thunderbolt 4 , 1 x 3.5 mm",21.5 x 30.41 x 1.13,1.24,,Starlight (Z1BA),"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",,,,,MacBook Air,,12 tháng,,2560 x 1664,,basic
"Apple MacBook Air Apple M2 13.6""",28990000.0,APPLE,Apple M2,16.0,256.0,13.6,30.0,,,,,,,1.0,,,,macOS,"2 x Thunderbolt 4 , 1 x 3.5 mm",21.5 x 30.41 x 1.13,1.24,,Midnight,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",,,,,MacBook Air,,12 tháng,,2560 x 1664,,basic
MacBook Air M3 2024 15 inch,31290000.0,APPLE,Apple M3,8.0,256.0,15.3,,,,,,,,1.0,,,,macOS,"2 x Thunderbolt 4 , 1 x 3.5 mm",23.76 x 34.04 x 1.15,1.5,,Starlight,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",,,,,MacBook Air,,12 tháng,,2880 x 1864,,basic
MacBook Pro 16 inch M3 Max 2023,91890000.0,APPLE,Apple M3 Max,36.0,1024.0,16.0,100.0,,14.0,,,,,1.0,,,,macOS,"3 x Thunderbolt 4 , 1 x 3.5 mm , 1 x SDXC Card Slot",35.57 x 24.81 x 1.68,2.2,,Space Black,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",,,,,MacBook Pro,,12 tháng,,3456 x 2234,,Đồ họa - Kỹ thuật
MacBook Pro 14 inch M2 Pro 2023,52290000.0,APPLE,Apple M2 Pro,16.0,512.0,14.2,70.0,,,,,,,1.0,,,,macOS,"3 x Thunderbolt 4 , 1 x 3.5 mm , 1 x SDXC Card Slot",31.26 x 22.12 x 1.55,1.6,,Silver,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",,,,,MacBook Pro,,12 tháng,,3024 x 1964,,Đồ họa - Kỹ thuật
MacBook Pro 16 inch M2 Pro 2023,65090000.0,APPLE,Apple M2 Pro,16.0,512.0,16.2,100.0,,,,,,,1.0,,,,macOS,"3 x Thunderbolt 4 , 1 x 3.5 mm , 1 x SDXC Card Slot",35.57 x 24.81 x 1.68,2.1,,Space Grey,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",,,,,MacBook Pro,,12 tháng,,3456 x 2234,,Đồ họa - Kỹ thuật
"Apple MacBook Air 2019 Core i5 13.3""",36990000.0,APPLE,Intel Core i5,8.0,256.0,13.3,50.0,,2.0,,,,,1.0,,,,macOS,"2 x Thunderbolt 3 , 1 x 3.5 mm , 1 x SDXC Card Slot",30.4 x 21.2 x 1.6,1.3,,Gold,"WiFi 802.11ac , Bluetooth 4.2",,,,,MacBook Air 2019,,12 tháng,,2560 x 1600,,Đồ họa - Kỹ thuật
Macbook Pro M3 2023 14 inch,70490000.0,APPLE,Apple M3 Pro,36.0,512.0,14.2,96.0,,12.0,,,,,1.0,,,,macOS,"2 x Thunderbolt 4 , 1 x 3.5 mm , 1 x SDXC Card Slot",31.26 x 22.12 x 1.55,1.5,,Space Black,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",,,,,MacBook Pro,,12 tháng,,3024 x 1964,,basic
"Máy tính xách tay Macbook Pro 14"" M3 Max 14C CPU/ 30C GPU/ 36GB/ RAM 2TB SSD  Z1AW",93990000.0,APPLE,Apple M3 Max,36.0,2048.0,14.0,,,,,,,,1.0,,,,macOS,"3 x Thunderbolt 4 , 1 x 3.5 mm , 1 x SDXC Card Slot",31.26 x 22.12 x 1.55,1.6,,Space Black,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",,,,,MacBook Pro,,12 tháng,,3024 x 1964,,basic
"Apple MacBook Pro M3 Max 16""",182490000.0,APPLE,Apple M3 Max,128.0,8192.0,16.0,,,,,,,,1.0,,,,macOS,"3 x Thunderbolt 4 , 1 x 3.5 mm , 1 x SDXC Card Slot",35.57 x 24.81 x 1.68,2.2,,Silver,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",,,,,MacBook Pro,,12 tháng,,3456 x 2234,,basic
MacBook Pro 16 inch M2 Max 2023,100190000.0,APPLE,Apple M2 Max,64.0,1024.0,16.2,100.0,,,,,,,1.0,,,,macOS,"3 x Thunderbolt 4 , 1 x 3.5 mm , 1 x SDXC Card Slot",1.68 x35.57 x 24.81,2.1,,Silver,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",,,,,MacBook Pro,,12 tháng,,3456 x 2234,,Đồ họa - Kỹ thuật
Macbook Pro 14 inch M2 Max 2023,80790000.0,APPLE,Apple M2 Max,32.0,1024.0,14.2,70.0,,,,,,,1.0,,,,macOS,"3 x Thunderbolt 4 , 1 x 3.5 mm , 1 x SDXC Card Slot",31.26 x 22.12 x 1.55,1.6,,Space Grey (MPHG3SA/A),"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",,,,,MacBook Pro,,12 tháng,,3024 x 1964,,Đồ họa - Kỹ thuật
Laptop Dell Inspiron 15 3530 - P16WD2,19190000.0,Dell,Intel Core i51334U,16.0,512.0,15.6,41.0,12MB,10.0,1.3 GHz,,Intel UHD Graphics,2666MHz,2.0,DDR4,Realtek Audio,HD,Windows 11 Home SL + Office Home & Student 2021,"1 x USB Type C
1 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI",35.850 x 23.556 x (1.696 ~ 1.899) cm,1.6 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , không đèn",không đèn,Vân tay,,Inspiron,P16WD2,12 tháng,120.0,1920 x 1080,250.0,basic
Laptop MSI Modern 14 F13MG-027VN,16690000.0,MSI,Intel Core i51335U,16.0,512.0,14.0,46.0,12MB,10.0,1.3 GHz,,Intel Iris Xe Graphics,3200MHz,2.0,DDR4,Hi-Res Audio,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
1 x micro SD card slot
2 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",323.9 x 217.2 x 19.9 mm,1.5 kg,,Bạc,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , LED",không đèn,,65W Adapter,Modern,027VN,24 tháng,,1920 x 1080,,basic
Laptop MSI Modern 15 F13MG-082VN,17490000.0,MSI,Intel Core i51335U,16.0,512.0,15.6,45.0,12MB,10.0,1.3 GHz,,,3200MHz,2.0,DDR4,Hi-Res Audio,HD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
1 x micro SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",35.89 x 23.59 x 1.99 cm,1.7 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , không đèn",không đèn,,,Modern,082VN,24 tháng,,1920 x 1080,,basic
Laptop Lenovo LOQ 15IRX9 - 83DV00UGVN,32990000.0,Lenovo,Intel Core i713650HX,24.0,512.0,15.6,60.0,24MB,14.0,2.6 GHz,,NVIDIA GeForce RTX 4050,4800MHz,2.0,DDR5,Nahimic Audio,HD,"Windows 11 Home SL, English","1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",359.86 x 258.7 x 21.9-23.9 mm,2.4 kg,Vỏ Nhựa,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , RGB",không đèn,,,LOQ,83DV00UGVN,24 tháng,144.0,1920 x 1080,300.0,Gaming
Laptop Lenovo Yoga Pro 7 14ASP9 - 83HN0022VN,41990000.0,Lenovo,AMD Ryzen AI 9 365,160.0,1024.0,14.5,73.0,24MB,10.0,2.0 GHz,AMD XDNA ln n 50TOPs,AMD Radeon 880M,7500MHz,5.0,LPDDR5,Dolby Atmos,FHD,Windows 11 Home SL + Office Home & Student 2021,"2 x USB Type C / DisplayPort / Power Delivery
1 x USB 3.2
Audio combo
1 x HDMI",325.5 x 226.49 x 16.6 mm,1.5 kg,Vỏ nhôm,Xám,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , LED",không đèn,Khuôn mặt - IR camera for Windows® Hello (facial recognition),,Yoga,83HN0022VN,24 tháng,120.0,2880 x 1800,400.0,basic
Laptop MSI Prestige A16 AI+ A3HMG-045VN,40990000.0,MSI,AMD Ryzen AI 9 365,160.0,1024.0,16.0,82.0,24MB,10.0,2.0 GHz,AMD XDNA ln n 50TOPs (Total 73 AI TOPs),AMD Radeon 880M,7500MHz,5.0,LPDDR5,,FHD,Windows 11 Home,"1 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",358 x 258.55 x 16.9 -17.35 mm,1.9 kg,,Bạc,"Wi-Fi 7 BE , Bluetooth 5.4","Bàn phím Chiclet với phím Copilot , có phím số , LED",không đèn,Vân tay,,Prestige,045VN,24 tháng,,3840 x 2400,,basic
Laptop Lenovo Ideapad 1 14ALC7 - 82R30099VN,12790000.0,Lenovo,AMD Ryzen 5 5625U,16.0,512.0,14.0,42.0,16MB,6.0,2.3 GHz,,AMD Radeon Vega 7 Graphics,3200MHz,1.0,DDR4,Dolby Audio,HD,Windows 11 Home SL,"1 x USB Type C
1 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI",325.3 x 216.5 x 17.9 mm,1.4 kg,Vỏ nhựa,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , không đèn",không đèn,,,Ideapad,82R30099VN,24 tháng,,1920 x 1080,250.0,basic
Laptop Lenovo Legion Pro 7 16IRX9H - 83DE001NVN,88990000.0,Lenovo,Intel Core i914900HX,32.0,1024.0,16.0,99.0,36MB,24.0,2.2 GHz,,NVIDIA GeForce RTX 4080,5600MHz,2.0,DDR5,Dolby Audio,FHD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
4 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",363.5 x 262.1 x 21.95-25.9 mm,2.6 kg,Vỏ nhựa,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , RGB",,,,Legion,83DE001NVN,24 tháng,240.0,2560 x 1600,300.0,Gaming
Laptop Lenovo Ideapad Slim 5 15IRU9 - 83D00003VN,20990000.0,Lenovo,Intel Core 5 120U,32.0,512.0,15.3,57.0,12MB,10.0,1.4 GHz,,Intel Iris Xe Graphics,5200MHz,1.0,LPDDR5,Dolby Audio,FHD,Windows 11 Home SL,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x micro SD card slot
Audio combo
1 x HDMI",343.5 x 238.21 x 17.42 mm,1.8 kg,Vỏ nhôm,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , LED",,Khuôn mặt,,Ideapad,83D00003VN,24 tháng,,1920 x 1200,300.0,basic
Laptop Lenovo Ideapad Slim 5 15IRU9 - 83D0000EVN,19790000.0,Lenovo,Intel Core 5 120U,16.0,512.0,15.3,57.0,12MB,10.0,1.4 GHz,,Intel Iris Xe Graphics,5200MHz,1.0,LPDDR5,Dolby Audio,FHD,Windows 11 Home SL,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x micro SD card slot
Audio combo
1 x HDMI",343.5 x 238.21 x 17.42 mm,1.8 kg,Vỏ nhôm,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , LED",,Khuôn mặt,,Ideapad,83D0000EVN,24 tháng,,1920 x 1200,300.0,basic
Laptop Lenovo IdeaPad Slim 5 14IMH9 - 83DA006UVN,25690000.0,Lenovo,Intel Core Ultra 7155H,16.0,512.0,14.0,57.0,24MB,16.0,3.8 GHz,"Intel AI Boost, up to 11 TOPS",Intel Arc Graphics,7467MHz,1.0,LPDDR5,Dolby Atmos,FHD,"Windows 11 Home 64, English","2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x micro SD card slot
Audio combo
1 x HDMI",31.2 x 22.1 x 1.69 cm,1.5 kg,Vỏ nhôm,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím Chiclet với phím Copilot , không phím số , LED",,Khuôn mặt,Adapter,Ideapad,83DA006UVN,24 tháng,,1920 x 1200,400.0,basic
Laptop HP Victus 15-fa1155TX,24290000.0,HP,Intel Core i512450H,16.0,512.0,15.6,52.0,12MB,8.0,2.0 GHz,,NVIDIA GeForce RTX 2050,3200MHz,1.0,DDR4,HP Audio Boost,HD,Windows 11 Home SL,"1 x USB Type C / DisplayPort
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",35.8 x 25.5 x 2.35 Cm,2.2 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",không đèn,,,VICTUS,952R1PA,12 tháng,144.0,1920 x 1080,250.0,Gaming
Laptop HP Victus 16-s0173AX - A9LG9PA,27390000.0,HP,AMD Ryzen 5 7640HS,16.0,512.0,16.1,70.0,16MB,6.0,4.3 GHz,AMD RyzenAI up to 10 TOPs,NVIDIA GeForce RTX 3050,5600MHz,2.0,DDR5,HP Audio Boost,FHD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",36.9 x 25.94 x 2.29 cm,2.3 kg,,Đen,"AMD Wi-Fi 6E , Bluetooth 5.3","Bàn phím thường , có phím số , RGB",không đèn,,"Adapter, dây nguồn,…",VICTUS,A9LG9PA,12 tháng,144.0,1920 x 1080,250.0,Gaming
Laptop ACER Predator Helios Neo PHN16-72-78DQ,46990000.0,ACER,Intel Core i714650HX,16.0,1024.0,16.0,90.0,30MB,16.0,2.2 GHz,,NVIDIA GeForce RTX 4060,5600MHz,1.0,DDR5,Acer TrueHarmony Technology,HD,Windows 11 Home SL,"3 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI
LAN 2500 Mbps",357.78 x 278.63 x 25.95/27.85 mm,2.8 kg,Vỏ nhôm,Đen,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , có phím số , RGB",không đèn,,,Predator,NH.QNNSV.00U,12 tháng,240.0,2560 x 1600,500.0,Gaming
Laptop ASUS Vivobook S 14 OLED S5406MA-PP046WS,25590000.0,ASUS,Intel Core Ultra 5125H,16.0,512.0,14.0,75.0,18MB,14.0,3.6 GHz,AMD XDNA ln n 50TOPs,Intel Arc Graphics,,1.0,LPDDR5,Smart Amp Technology,FHD,Windows 11 Home SL + Office Home & Student 2021,"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",31.05 x 22.19 x 1.39 ~ 1.59 cm,1.3 kg,Vỏ kim loại,Xanh,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , LED",không đèn,"Khuôn mặt - - Webcam hồng ngoại có hỗ trợ Windows Hello
- Mật khẩu người dùng thiết lập BIOS
- Mô-đun nền tảng đáng tin cậy (Firmware TPM)",,VivoBook,90NB12H2-M00DP0,24 tháng,120.0,2880 x 1800,600.0,basic
Laptop ASUS Vivobook S 14 OLED S5406MA-PP198WS,28390000.0,ASUS,Intel Core Ultra 7155H,16.0,512.0,14.0,75.0,24MB,16.0,3.8 GHz,AMD XDNA ln n 50TOPs,Intel Arc Graphics,,1.0,DDR4,Smart Amp Technology,FHD,Windows 11 Home SL + Office Home & Student 2021,"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",31.05 x 22.19 x 1.39 ~ 1.59 cm,1.3 kg,Vỏ kim loại,Xanh,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , LED",không đèn,Khuôn mặt,,VivoBook,90NB12H2-M00CF0,24 tháng,120.0,2880 x 1800,600.0,Gaming
Laptop gaming ACER Nitro V 16 ProPanel ANV16-41-R6NA,33390000.0,ACER,AMD Ryzen 7 8845HS,16.0,512.0,16.0,57.0,16MB,8.0,3.8 GHz,AMD Ryzen AI up to 38 TOPs,NVIDIA GeForce RTX 4060,5600MHz,2.0,DDR5,,HD,Windows 11 Home SL,"1 x USB Type C / DisplayPort
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",361.8 (W) x 278.4 (D) x 24.74/25.46 (H) mm,2.5 kg,Vỏ nhôm,Đen,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Có phím Copilot , có phím số , LED",không đèn,,"Adapter, dây nguồn, HDSD,…",Nitro V,NH.QP0SV.001,12 tháng,165.0,1920 x 1200,300.0,Gaming
Laptop LG Gram 14T90S-G.AH55A5,42990000.0,LG,Intel Core Ultra 5125H,16.0,512.0,14.0,72.0,18MB,14.0,3.6 GHz,Intel AI Boost NPU,Intel Arc Graphics,7467MHz,2.0,LPDDR5,Dolby Atmos,FHD,Windows 11 Home,"1 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 100 Mbps","314 x 219,5 x 16,2 ~ 16,75 mm",1.2 kg,,Đen,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",không đèn,,USB-C to RJ45 adapter (B2B option),Gram,G.AH55A5,12 tháng,,1920 x 1200,350.0,basic
Laptop MSI Pulse 17 AI C1VGKG-017VN,51990000.0,MSI,Intel Core Ultra 7155H,32.0,1024.0,17.0,90.0,24MB,16.0,3.8 GHz,Intel AI Boost NPU,NVIDIA GeForce RTX 4070,5600MHz,2.0,DDR5,"Nahimic, Hi-Res Audio",HD,Windows 11 Home SEA,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",383.2 x 279.9 x 22.2-29.7 mm,2.8 kg,,Đen,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , có phím số , RGB",,,"MSI Essential Backpack, MSI Gaming Mouse_ M99 Pro, Adapter, dây nguồn,…",Pulse,017VN,24 tháng,,2560 x 1600,,Gaming
Laptop gaming MSI Stealth 16 AI Studio A1VGG-240VN,64990000.0,MSI,Intel Core Ultra 7155H,32.0,2048.0,16.0,99.0,24MB,16.0,3.8 GHz,Intel AI Boost NPU,NVIDIA GeForce RTX 4070,5600MHz,1.0,DDR5,"Nahimic, Hi-Res Audio",FHD,Windows 11 Home,"1 x USB Type C / DisplayPort
1 x USB 3.2
1 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI
LAN 2500 Mbps",355.8 x 259.7 x 19.95 mm,2 kg,,Xanh,"Wi-Fi 7 BE , Bluetooth 5.4","Bàn phím Chiclet với phím Copilot , có phím số , RGB",,Vân tay,Adapter,Stealth,240VN,24 tháng,240.0,2560 x 1600,,Gaming
Laptop Asus Vivobook S 14 OLED S5406MA-PP219WS,26990000.0,ASUS,Intel Core Ultra 5125H,16.0,512.0,14.0,75.0,18MB,14.0,3.6 GHz,Intel AI Boost NPU,Intel Arc Graphics,,1.0,LPDDR5,Dolby Atmos,FHD,Windows 11 Home SL + Office Home & Student 2021,"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",31.05 x 22.19 x 1.39 ~ 1.59 cm,1.3 kg,Vỏ kim loại,Gold,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , có phím số , LED",,"Khuôn mặt - - Webcam hồng ngoại có hỗ trợ Windows Hello
- Mật khẩu người dùng thiết lập BIOS
- Mô-đun nền tảng đáng tin cậy (Firmware TPM)",,VivoBook,90NB12H4-M00DM0,24 tháng,,2880 x 1800,600.0,basic
Laptop ASUS Zenbook 14 Oled UX3405MA-PP475W,34890000.0,ASUS,Intel Core Ultra 9185H,32.0,1024.0,14.0,75.0,24MB,16.0,3.9 GHz,Intel AI Boost NPU,Intel Arc Graphics,,1.0,LPDDR5,Dolby Atmos,FHD,Windows 11 Home,"1 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",31.24 x 22.01 x 1.49 cm,1.2 kg,,Xanh,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",,Khuôn mặt,,ZenBook,90NB11R1-M00S20,24 tháng,120.0,2880 x 1800,600.0,basic
Laptop gaming HP Victus 16-s0142AX - 9Q989PA,36590000.0,HP,AMD Ryzen 5 7640HS,32.0,512.0,16.1,70.0,16MB,6.0,4.3 GHz,AMD RyzenAI up to 10 TOPs,NVIDIA GeForce RTX 4060,5600MHz,2.0,DDR5,HP Audio Boost,FHD,Windows 11 Home,"1 x USB Type C / DisplayPort
3 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",36.9 x 25.94 x 2.29 - 2.39 cm,2.3 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , RGB",,,"Adapter, dây nguồn",VICTUS,9Q989PA,12 tháng,144.0,1920 x 1080,250.0,Gaming
